1808,潤隆,234941,14982544,64.1,64.5,63.1,63.1,-0.9,171
1809,中釉,1929517,27207442,14.2,14.4,13.85,13.95,-0.15,855
1810,和成,83660241,1617005682,19.05,20.15,17.95,19.65,1.3,29038
1817,凱撒衛,71242,2507643,35.4,35.4,35.05,35.3,-0.15,46
1903,士紙,118014,6054221,51.2,52,50.4,51.7,0.5,59
1904,正隆,358536,9800022,27.4,27.5,27.25,27.25,-0.15,394
1905,華紙,611045,10607963,17.35,17.45,17.2,17.2,-0.1,306
1906,寶隆,271010,4490413,16.45,16.7,16.45,16.5,0.05,83
1907,永豐餘,696650,18910759,27.2,27.4,27,27.15,0.05,482
1909,榮成,2622793,43097846,16.5,16.75,16.25,16.25,-0.2,1175
2002,中鋼,37340863,1089925997,29.3,29.6,28.75,28.75,-0.45,11547
2002A,中鋼特,23119,1051140,45.4,45.5,45.4,45.5,0.1,15
2006,東和鋼鐵,1113009,58033827,52.1,52.9,51.9,52.1,0.1,844
2007,燁興,540679,5557180,10.2,10.45,10.2,10.2,0,263
2008,高興昌,6400,108565,17,17.15,16.8,16.8,-0.2,27
2009,第一銅,9783427,316343920,31.9,33.6,31.45,31.6,0.5,5607
2010,春源,355198,5573030,15.65,15.9,15.55,15.55,-0.05,229
2012,春雨,55260,1275930,23.3,23.3,22.85,22.85,-0.2,58
2013,中鋼構,200638,11423081,56.2,57.4,56.2,56.8,0.2,139
2014,中鴻,10259719,237191207,22.95,23.6,22.7,22.8,0,4628
2015,豐興,341237,21653397,63.3,64.3,63.1,63.6,0.3,251
2017,官田鋼,226766,2952218,12.95,13.15,12.85,12.9,-0.05,190
2020,美亞,173034,4058656,23.4,23.7,23.3,23.4,0,202
2022,聚亨,502899,4133582,8.16,8.28,8.16,8.2,0.05,267
2023,燁輝,1880630,28319438,15.05,15.3,14.9,14.9,-0.1,965
2024,志聯,87384,1577442,18.2,18.2,17.8,17.8,-0.4,42
2025,千興,116002,557128,4.84,4.84,4.76,4.76,-0.07,52
2027,大成鋼,8698952,350583692,40.1,40.7,40,40,-0.05,4118
2028,威致,1004351,24797655,24.25,25.45,24.25,24.5,0.4,610
2029,盛餘,258338,6217770,24.15,24.35,23.9,24,-0.05,145
2030,彰源,1146483,25392219,22,22.5,22,22,0,539
2031,新光鋼,1702155,64261748,37.4,38.4,37.1,37.25,0,965
2032,新鋼,462673,8532426,18.35,18.85,18.1,18.15,0,275
2033,佳大,126350,1721609,13.55,13.85,13.45,13.45,-0.05,98
2034,允強,707425,19473999,27.5,27.85,27.35,27.35,-0.1,436
2038,海光,1411867,28205233,19.7,20.7,19.6,19.6,0,764
2049,上銀,1218587,226504737,187.5,188.5,184,184,-2.5,1179
2059,川湖,463975,191430897,415,416,408,413.5,1.5,565
2062,橋椿,226237,4998325,22.2,22.3,22,22,0,171
2069,運錩,397385,7848643,19.7,20.05,19.5,19.5,-0.15,215
2101,南港,471219,16731891,35.55,35.85,35.3,35.4,-0.2,361
2102,泰豐,4802547,103584209,22.05,22.05,21.1,21.25,-0.6,2146
2103,台橡,526136,14139982,26.7,27,26.7,26.8,0.15,309
2104,國際中橡,2079812,43088779,20.9,21.15,20.45,20.5,-0.4,1085
2105,正新,2345284,80414762,34.25,34.45,34.1,34.35,0.1,1315
2106,建大,525785,16533027,31.35,31.65,31.2,31.3,-0.05,356
2107,厚生,622948,13712308,21.8,22.15,21.8,22.1,0.4,387
2108,南帝,2117501,80742213,37.3,38.45,37.3,38.4,1.25,1588
2109,華豐,99666,1481937,14.8,14.95,14.8,14.85,0,87
2114,鑫永銓,12687,1233582,97.3,97.3,97.1,97.2,0.2,98
2115,六暉-KY,65814,1916340,29.05,29.35,29,29.1,0.05,57
2201,裕隆,71369496,4268927571,57.5,62,57.4,60.6,2.9,33019
2204,中華,5925907,316556369,52.5,54.1,52.2,53.7,0.9,3598
2206,三陽工業,1465801,53172916,36.4,36.7,36.1,36.1,-0.2,968
2207,和泰車,277618,175806074,626,637,625,637,5,413
2208,台船,3060044,56768920,18.5,18.85,18.35,18.35,-0.05,1633
2211,長榮鋼,134871,7066131,52.4,52.8,52,52,-0.4,142
2227,裕日車,71737,14815500,208.5,209,203,207,-2,411
2228,劍麟,277573,21733571,79.6,79.6,77.9,77.9,-1.6,223
2231,為升,383902,55551133,145.5,147,143,143.5,-0.5,331
2233,宇隆,58480,5656273,96.8,97.1,96.3,96.4,-0.8,80
2236,百達-KY,15867,318152,20.05,20.2,19.95,20.1,0,17
2239,英利-KY,35065,2139066,61.4,61.8,60.6,60.6,-0.9,39
2241,艾姆勒,36122,1128142,31.5,31.8,31.1,31.15,-0.1,37
2243,宏旭-KY,6000,77400,13,13.05,12.8,12.85,-0.05,6
2247,汎德永業,46450,9923997,214,214,213,214,0.5,91
2250,IKKA-KY,41107,2887197,70.2,70.7,69.9,70,-0.7,51
2301,光寶科,8604997,557091263,65.3,65.5,64.3,64.5,-1.6,4436
2302,麗正,701040,13104454,18.8,19.05,18.45,18.5,-0.35,357
2303,聯電,33919263,1555022015,46.05,46.15,45.7,45.8,-0.4,13923
2305,全友,3598992,102924226,29.05,29.35,28,28.3,-0.55,1823
2308,台達電,7198271,2171790268,299,304,299,302,0,5404
2312,金寶,3924615,54330019,14,14,13.75,13.75,-0.15,1443
2313,華通,8569927,413669904,48.3,48.45,48.05,48.05,-0.3,4290
2314,台揚,1378019,51488610,38,38.3,36.9,36.9,-1.2,885
2316,楠梓電,51114,1283542,25.2,25.2,25,25.05,-0.1,105
2317,鴻海,35032161,3524752085,100.5,101,100,100.5,-0.5,16153
2321,東訊,3289,16482,5,5.01,5,5.01,-0.05,10
2323,中環,2024261,14355312,7.08,7.12,7.07,7.07,0,835
2324,仁寶,10979841,235652907,21.6,21.6,21.35,21.6,-0.25,5342
2327,國巨,1591859,712875049,452,454.5,443,445,-7,3563
2328,廣宇,1041222,35403513,34.35,34.45,33.65,33.65,-0.5,669
2329,華泰,1933401,36019710,18.8,18.8,18.5,18.5,-0.2,881
2330,台積電,41461805,20594790238,494,498,494,498,2,34399
2331,精英,776550,17189670,22.25,22.5,22,22,-0.25,500
2332,友訊,1402139,20603035,14.6,14.85,14.55,14.55,-0.05,460
2337,旺宏,7575005,260140645,34.8,34.9,34,34.2,-0.55,4362
2338,光罩,10234104,818276962,79.2,81.7,78.6,79.8,0.1,6597
2340,台亞,2976917,109027943,36.65,37.1,36.1,36.65,0,1706
2342,茂矽,2231945,85779535,37.6,38.8,37.6,38.55,1.05,1426
2344,華邦電,8324064,181044056,21.85,22,21.6,21.65,-0.25,3438
2345,智邦,1354878,362703538,271,272,264.5,265.5,-3.5,1189
2347,聯強,6290481,366903196,59,59.2,57.8,57.8,-1,3940
2348,海悅,175200,10871689,62.3,62.5,61.8,61.8,-0.5,140
2348A,海悅甲特,,,,,,,0,
2349,錸德,666921,4956094,7.47,7.48,7.4,7.4,-0.06,267
2351,順德,2574205,258126465,98.4,101.5,98,100.5,2.3,1597
2352,佳世達,3017412,85485512,28.55,28.75,28.15,28.2,-0.3,1391
2353,宏碁,6571353,162464502,24.85,25,24.55,24.55,-0.3,3073
2354,鴻準,1939605,96837093,50,50.1,49.6,49.95,0.1,1183
2355,敬鵬,2344010,73002969,31.95,32.1,30.7,30.75,-1.2,1241
2356,英業達,11738563,278791713,23.85,24,23.6,24,-0.4,4743
2357,華碩,4379325,1168973434,270,271.5,265,265,-2.5,6903
2358,廷鑫,1204689,18345053,15.15,15.45,15.05,15.05,-0.1,613
2359,所羅門,828956,20124960,24.35,24.55,24.05,24.05,-0.3,482
2360,致茂,557433,104050677,188.5,191,185,185,-5,1064
2362,藍天,126610,4006608,32,32,31.55,31.7,-0.15,106
2363,矽統,984669,16731456,17.05,17.15,16.85,16.9,-0.1,566
2364,倫飛,6945509,872366085,121,129.5,121,121.5,1.5,5835
2365,昆盈,271862,2725400,9.99,10.2,9.99,10,-0.15,121
2367,燿華,10573686,199398535,19.15,19.25,18.6,18.65,-0.3,3967
2368,金像電,13516572,1354070517,103,103,98,100,-0.5,8498
2369,菱生,574875,8072699,14.1,14.3,13.9,13.95,-0.2,398
2371,大同,4120369,131778437,32.15,32.2,31.7,31.85,-0.35,1435
2373,震旦行,58450,4571773,78.3,78.4,78,78.4,-0.2,66
2374,佳能,420873,9124778,21.75,21.9,21.5,21.5,-0.25,276
2375,凱美,479772,27824339,57.5,58.8,57.4,57.4,0.2,540
2376,技嘉,18581817,2028340448,107.5,112,106.5,107.5,0.5,11156
2377,微星,4295409,540431473,124,127.5,123.5,125,1.5,2665
2379,瑞昱,7995094,2685432918,344.5,348,330.5,330.5,-12.5,6883
2380,虹光,1959378,24636396,12.95,13.05,12.35,12.4,-0.55,881
2382,廣達,7441387,530684351,72.3,72.3,71,71,-1.1,4342
2383,台光電,2762553,506109596,187,188,180,180,-6.5,3079
2385,群光,811827,66485187,81.7,82.3,81.5,81.6,0.2,709
2387,精元,495156,20173712,40.6,40.95,40.5,40.8,0.05,284
2388,威盛,19247189,1348998705,72.2,72.3,68.4,68.6,-3.3,11766
2390,云辰,873431,11856814,13.5,13.75,13.4,13.45,0.15,567
2392,正崴,4940994,183081383,36.75,37.6,36.3,36.35,0.1,2747
2393,億光,351005,13013424,37.45,37.45,36.95,37.05,-0.05,274
2395,研華,549795,175209324,322.5,323.5,315.5,317.5,-3.5,1618
2397,友通,11022,644805,58.6,58.6,58.3,58.3,-0.9,15
2399,映泰,2513196,35629838,14.05,14.45,13.9,13.9,-0.1,1148
2401,凌陽,1529314,37895354,25,25.15,24.55,24.55,-0.5,1182
2402,毅嘉,5478702,99879102,17.85,18.45,17.8,18.1,0.15,1997
2404,漢唐,404373,70905724,176,176.5,174.5,174.5,-1,941
2405,輔信,1475534,18769236,12.75,12.85,12.6,12.6,-0.05,544
2406,國碩,1075538,19745909,18.4,18.6,18.15,18.15,-0.25,775
2408,南亞科,6584183,394240891,60.3,60.6,59.4,59.7,-0.2,3104
2409,友達,38558194,630438232,16.3,16.55,16.2,16.3,0,9926
2412,中華電,20032864,2244946967,110,114,110,112.5,2.5,7890
2413,環科,2453836,66920437,27.7,28,27.05,27.05,-0.65,1316
2414,精技,81532,2527684,30.95,31.25,30.85,31.05,0.05,68
2415,錩新,79510,1793018,22.8,22.8,22.45,22.5,-0.3,68
2417,圓剛,4441568,105500606,22.35,24.3,22.35,24.3,2.2,2171
2419,仲琦,2970738,76128177,25.3,25.9,25.3,25.45,0.15,1511
2420,新巨,88978,3477165,39.15,39.15,39,39.05,-0.05,92
2421,建準,881233,39956875,45.4,45.9,44.9,44.9,-0.5,881
2423,固緯,19800,534604,27.15,27.15,26.85,26.85,-0.3,29
2424,隴華,44959,907789,21.05,21.35,21,21.35,1,48
2425,承啟,474715,13067565,27.6,27.75,27.35,27.35,-0.2,226
2426,鼎元,364056,6402150,17.5,17.8,17.4,17.4,-0.2,244
2427,三商電,191802,2242650,11.75,11.75,11.65,11.7,0.05,82
2428,興勤,162833,19256018,118.5,119.5,117.5,117.5,-0.5,169
2429,銘旺科,6112,61111,9.96,10.05,9.96,10.05,0.05,6
2430,燦坤,49528,2063897,41.65,41.8,41.6,41.6,0.1,85
2431,聯昌,79801,824822,10.35,10.4,10.25,10.25,-0.05,49
2433,互盛電,3120,149714,47.95,48,47.95,48,0,6
2434,統懋,4115,124982,30.4,30.6,30,30,0.1,5
2436,偉詮電,2746802,127126327,47.25,47.25,45.65,45.65,-1.15,2200
2438,翔耀,39613,516913,13.05,13.2,13,13.2,0.15,34
2439,美律,1009294,86819922,86.5,87.3,85.1,85.1,-1.2,783
2440,太空梭,132438,1638703,12.45,12.5,12.3,12.3,-0.25,89
2441,超豐,2261789,110664092,48.5,49.6,48.45,48.45,0.1,1746
2442,新美齊,1917831,24288995,12.35,12.85,12.35,12.7,0.4,648
2443,昶虹,435702,1226746,2.92,2.98,2.74,2.92,0,60
2444,兆勁,688660,9089888,13,13.45,12.95,13.3,0.35,327
2449,京元電子,2607551,91873533,35.4,35.45,35.05,35.05,-0.4,1739
2450,神腦,48435,1491726,30.85,30.85,30.75,30.75,-0.1,63
2451,創見,236592,15731328,66.5,66.8,66.2,66.4,0.1,229
2453,凌群,64082,1599293,24.95,25.15,24.8,24.85,-0.1,50
2454,聯發科,5847844,4263799460,729,736,723,727,-1,6457
2455,全新,14548829,1176530670,81.6,82,79.5,80.6,-0.1,10208
2457,飛宏,36968179,1535255263,39.35,42.7,38.8,42.3,3.45,19194
2458,義隆,1280953,113965451,89.8,90.2,88.5,88.6,-1.1,2030
2459,敦吉,43281,2287212,53.2,53.3,52.4,52.5,-0.3,61
2460,建通,5789574,107019624,18.5,19.15,18,18.4,0.7,3131
2461,光群雷,669486,12397378,18.85,18.85,18.35,18.4,-0.3,277
2462,良得電,2600583,70653672,27.6,27.8,26.45,27.8,0,1495
2464,盟立,161624,6084902,37.6,37.85,37.55,37.6,0,127
2465,麗臺,8763524,343930913,38,40.8,38,38,0.3,5939
2466,冠西電,70000,2513600,35.9,36.1,35.45,36.1,0.4,45
2467,志聖,48094,2193046,45.8,45.8,45.4,45.45,-0.2,116
2468,華經,6862687,206525948,29.35,30.9,29.3,29.3,-0.05,4236
2471,資通,207204,5676342,27.95,27.95,27.25,27.3,-0.35,142
2472,立隆電,189662,10572601,56.4,56.4,55.5,55.5,-0.5,150
2474,可成,5029660,898277068,179.5,180,176.5,180,-0.5,14384
2476,鉅祥,1064998,50164275,47.05,47.5,46.55,46.55,-0.3,651
2478,大毅,60758,2681898,44,44.55,43.85,43.85,-0.5,98
2480,敦陽科,76153,6201401,80.8,81.6,80.8,81.5,0.5,104
2481,強茂,3013939,183421517,61,61.5,60.2,60.4,-0.3,2180
2482,連宇,12975364,336636335,25.5,26.65,25.15,25.2,0.2,6224
2483,百容,280595,6805705,24.3,24.4,24.1,24.2,-0.1,150
2484,希華,1665823,58944993,35.7,35.85,35.05,35.05,-0.7,996
2485,兆赫,551869,9733994,17.65,17.8,17.5,17.5,-0.15,326
2486,一詮,9636012,198505590,18.85,21.05,18.85,21.05,1.9,4092
2488,漢平,106110,3092064,29.15,29.2,29.1,29.1,-0.15,77
2489,瑞軒,1770041,17763357,10,10.1,9.96,10.05,0.09,956
2491,吉祥全,180174,2272089,12.6,12.75,12.6,12.6,0,29
2492,華新科,833150,71502161,86.6,86.7,85.2,85.2,-1.2,979
2493,揚博,165297,6982914,42.25,42.25,42.15,42.25,0,91
2495,普安,2567691,49179409,19.05,19.35,18.9,19.05,0.15,1159
2496,卓越,8002,371592,46.4,46.45,46.4,46.45,0.1,8
2497,怡利電,3666877,272615684,73.6,75.3,73.4,73.5,0.1,2548
2498,宏達電,12599533,671960172,53.7,53.9,52.6,52.7,-0.7,5871
2501,國建,532877,8233680,15.5,15.6,15.35,15.35,-0.1,310
2504,國產,1222814,30805104,25.25,25.35,25.05,25.05,-0.15,510
2505,國揚,85904,1641584,19.1,19.15,19.05,19.05,-0.05,55
2506,太設,197967,1849808,9.39,9.39,9.3,9.32,-0.03,111
2509,全坤建,40053,580537,14.65,14.65,14.4,14.55,0.1,67
2511,太子,320122,3420045,10.7,10.75,10.6,10.7,0,194
2514,龍邦,136875,2313290,16.85,17,16.8,16.85,0,34
2515,中工,1717925,14104430,8.19,8.24,8.18,8.19,0,531
2516,新建,242849,1216475,5.06,5.08,4.96,5.08,0.08,170
2520,冠德,350670,9740973,27.7,27.95,27.55,27.65,-0.1,239
2524,京城,26301,909633,34.5,35,34.3,34.4,-0.7,59
2527,宏璟,139545,2922877,20.9,21.05,20.85,20.85,0,114
2528,皇普,33147,586946,17.85,17.85,17.65,17.8,-0.05,16
2530,華建,770788,14486535,18.9,19,18.7,18.7,-0.3,451
2534,宏盛,854993,21747198,25.5,25.6,25.25,25.25,-0.35,515
2535,達欣工,212475,6422270,30.2,30.3,30.15,30.25,0.05,172
2536,宏普,163785,3700512,22.75,22.75,22.55,22.65,0,100
2537,聯上發,464683,3290243,7.09,7.1,7.05,7.06,-0.02,127
2538,基泰,307420,3829561,12.5,12.5,12.4,12.4,-0.1,98
2539,櫻花建,311792,10067311,32.45,32.45,32.1,32.1,-0.3,260
2540,愛山林,720907,56799374,76.2,81.3,75.3,79.8,4.1,500
2542,興富發,3480812,155518784,44.9,44.95,44.55,44.55,-0.35,5465
2543,皇昌,96001,815148,8.52,8.54,8.45,8.51,0.01,44
2545,皇翔,247207,10375196,42,42.6,41.65,41.8,-0.25,184
2546,根基,309060,15572310,49.3,51,49.3,50.2,0.9,194
2547,日勝生,401052,3726712,9.29,9.36,9.27,9.29,0.02,213
2548,華固,226197,19930792,88,88.3,87.9,88,-0.1,298
2597,潤弘,202018,21421458,104.5,107.5,104,107.5,2.5,490
2601,益航,1980663,16694445,8.4,8.49,8.36,8.37,0,835
2603,長榮,40026500,6498750034,161,165,159.5,160.5,-0.5,20472
2605,新興,6492152,129355313,19.6,20.25,19.6,19.95,0.5,2945
2606,裕民,19610930,900895173,44.9,47,44.5,46.5,2,11614
2607,榮運,6734633,190040184,27.95,28.45,27.85,28.15,0.35,3010
2608,嘉里大榮,195063,7276265,37,37.45,37,37.2,0.2,255
2609,陽明,48600259,3176952041,64.8,66,64.3,64.9,0.3,24204
2610,華航,42636512,746477009,17.45,17.7,17.35,17.35,0,11228
2611,志信,1400579,18620539,13.1,13.5,12.95,13.25,0.2,600
2612,中航,847685,30936835,36.35,36.85,36.05,36.4,0.55,675
2613,中櫃,789581,17413174,21.75,22.4,21.65,21.7,-0.05,467
2614,東森,1558249,31976418,20.4,20.65,20.3,20.4,0,1215
2615,萬海,24236602,1842624535,75.4,77.3,74.8,74.9,-0.5,14294
2616,山隆,86676,2812690,32.4,32.55,32.35,32.45,0.1,142
2617,台航,1945977,50191046,25.55,25.95,25.4,25.8,0.3,912
2618,長榮航,39879823,1051032690,26.25,26.7,26.05,26.05,-0.1,11927
2630,亞航,71335,1205094,16.95,16.95,16.8,16.9,-0.05,56
2633,台灣高鐵,4865727,138300233,28.4,28.55,28.25,28.55,0.2,1498
2634,漢翔,4869798,153571464,31.5,31.8,31.35,31.4,0,2270
2636,台驊投控,1152035,87771587,75.6,77,75.1,76,0.4,950
2637,慧洋-KY,13415126,817275748,60.2,61.6,59.7,60.7,0.9,7738
2642,宅配通,153243,6925000,45.25,45.7,44.5,44.6,-0.4,267
2701,萬企,184690,2234529,12.15,12.15,12.05,12.1,-0.05,60
2702,華園,402677,8783695,21.65,22,21.6,21.7,-0.05,278
2704,國賓,69103,2135977,30.9,31,30.8,30.95,0,59
2705,六福,103233,1704688,16.55,16.55,16.4,16.45,-0.1,116
2706,第一店,219185,3123156,14.25,14.3,14.15,14.25,0.05,108
2707,晶華,1389063,277661075,196,202,196,199.5,3,1699
2712,遠雄來,3001,99633,33.1,33.45,33.05,33.45,0.1,4
2722,夏都,59141,1952596,32.8,33.4,32.8,32.9,0.1,31
2723,美食-KY,606136,68324007,114.5,115,111,111,-2.5,498
2727,王品,679681,101815652,151,152.5,148,148.5,-3.5,2054
2731,雄獅,524383,49905931,95,96.2,94.1,94.1,-0.6,724
2739,寒舍,122206,3304558,26.85,27.35,26.75,27.15,0.4,90
2748,雲品,307706,15618708,50.2,51.4,50,50.2,0,256
2753,八方雲集,1148062,231168616,206.5,209,196.5,196.5,-8,4214
2801,彰銀,8099015,139313171,17.25,17.25,17.15,17.25,0,1887
2809,京城銀,989556,34730658,35.1,35.35,34.85,35,-0.1,902
2812,台中銀,2694924,35056522,13,13.05,12.95,13.05,0,1400
2816,旺旺保,234172,3535284,15.15,15.15,15.05,15.05,-0.2,85
2820,華票,439979,6518847,14.9,14.9,14.75,14.85,-0.05,994
2832,台產,65588,1334132,20.4,20.45,20.3,20.35,0,66
2834,臺企銀,32313953,408945151,12.65,12.7,12.6,12.6,-0.05,8202
2836,高雄銀,266583,3409332,12.85,12.9,12.7,12.75,-0.1,160
2836A,高雄銀甲特,6000,130950,21.85,21.85,21.8,21.8,0,3
2838,聯邦銀,646929,10571105,16.45,16.45,16.25,16.25,-0.2,457
2838A,聯邦銀甲特,131517,6583933,50,50.2,50,50.2,0.1,116
2845,遠東銀,3894597,42673182,10.95,11,10.9,10.95,0,1072
2849,安泰銀,50666,751650,14.85,14.85,14.75,14.75,-0.1,36
2850,新產,232222,11296542,48.5,48.9,48.3,48.9,0.3,184
2851,中再保,1438521,27460005,19.45,19.45,18.95,19.15,-0.2,770
2852,第一保,177986,2726250,15.35,15.35,15.3,15.3,-0.05,89
2855,統一證,791324,12829465,16.05,16.3,16.05,16.2,0.1,374
2867,三商壽,8971814,49803733,5.55,5.6,5.52,5.53,-0.01,1812
2880,華南金,12162053,270312129,22.3,22.35,22.1,22.25,-0.1,3238
2881,富邦金,21259126,1228652623,57.7,58.2,57.2,57.9,0.2,10688
2881A,富邦特,54221,3255160,60,60.1,59.9,59.9,-0.1,28
2881B,富邦金乙特,17303,985439,57,57.3,56.8,57.2,0.1,12
2881C,富邦金丙特,3989,218361,54.7,54.9,54.7,54.9,0,24
2882,國泰金,23692538,1011572240,42.55,43,42.45,42.55,0,7457
2882A,國泰特,99221,5644117,56.8,57,56.8,56.8,0,58
2882B,國泰金乙特,84043,4631865,55.2,55.3,55.1,55.3,0,29
2883,開發金,48945562,635375106,12.85,13.1,12.8,12.9,0,9561
2883B,開發金乙特,944968,7154522,7.58,7.59,7.56,7.58,-0.02,254
2884,玉山金,30260284,726924578,24.15,24.2,23.85,24.15,-0.1,9299
2885,元大金,15892618,351661432,22.15,22.3,22,22.05,-0.25,8182
2886,兆豐金,17097201,536574879,31.45,31.65,31.2,31.35,-0.3,8409
2887,台新金,16342344,241498559,14.75,14.85,14.65,14.85,0.05,5218
2887E,台新戊特,171134,8414640,49.4,49.4,49.1,49.1,-0.3,104
2887F,台新戊特二,38254,1735155,45.4,45.4,45.35,45.4,0.05,35
2887Z1,台新己特,8711,143835,16.5,16.55,16.5,16.55,0,14
2888,新光金,22206831,193238461,8.71,8.73,8.67,8.71,-0.02,3423
2888A,新光金甲特,17112,605082,35.35,35.4,35.3,35.4,0,16
2888B,新光金乙特,81587,2884071,35.35,35.35,35.35,35.35,-0.05,40
2889,國票金,7562417,87881711,11.65,11.7,11.55,11.6,-0.1,2353
2890,永豐金,35762748,621179946,17.3,17.5,17.2,17.5,0.2,8080
2891,中信金,24710931,555058569,22.4,22.6,22.3,22.4,-0.05,8021
2891B,中信金乙特,500,29500,,,,,0,1
2891C,中信金丙特,1032,60984,59.1,59.1,59.1,59.1,0,4
2892,第一金,17659442,454614955,25.55,25.9,25.5,25.9,0.3,5098
2897,王道銀行,2027830,17194797,8.42,8.52,8.42,8.46,0.05,682
2897A,王道銀甲特,30000,299050,9.98,9.98,9.96,9.97,-0.02,8
2901,欣欣,10521,246465,23.55,23.55,23.35,23.45,-0.05,79
2903,遠百,341569,6693068,19.7,19.8,19.5,19.5,-0.15,266
2904,匯僑,27538,534579,19.2,19.55,19.2,19.35,-0.15,34
2905,三商,329104,4934267,15.1,15.1,14.85,15,-0.05,226
2906,高林,1202095,21368714,17.65,18.15,17.6,17.6,-0.05,606
2908,特力,64502,1288042,19.95,20,19.9,19.95,-0.05,52
2910,統領,1001,34283,34.25,34.25,34.25,34.25,0.65,2
2911,麗嬰房,49640,314219,6.35,6.35,6.31,6.31,-0.01,196
2912,統一超,971177,257648087,265.5,266.5,264.5,265,0,788
2913,農林,942999,21164125,22.5,22.6,22.3,22.3,-0.15,346
2915,潤泰全,4788661,318802668,66.8,67.5,65.9,66,-0.8,3397
2923,鼎固-KY,3574,80584,22.6,22.6,22.5,22.5,-0.65,21
2929,淘帝-KY,400787,4843313,12.25,12.3,11.9,11.9,-0.3,224
2939,凱羿-KY,1449162,56664756,39.9,40.85,38.55,39.05,0.25,243
2945,三商家購,17422,718542,41.5,41.5,41,41.5,0,27
3002,歐格,152060,1756043,11.5,11.65,11.5,11.55,0,85
3003,健和興,697996,51499154,73.1,74.3,73.1,73.1,-0.5,663
3004,豐達科,132431,8939937,68,68.9,66.7,66.7,-1.8,200
3005,神基,881932,36858186,41.75,42.15,41.5,41.5,-0.2,677
3006,晶豪科,15788974,1157092477,74.2,74.7,72.5,72.6,-4.3,10707
3008,大立光,600357,1370031065,2330,2335,2255,2260,-65,4849
3010,華立,135295,11665701,86,86.5,85.8,86.4,0,253
3011,今皓,905108,15012378,16.3,16.9,16.3,16.5,0.25,356
3013,晟銘電,156006,2398686,15.45,15.55,15.25,15.4,-0.05,111
3014,聯陽,355470,25250467,71.8,71.8,70.6,70.7,-0.9,555
3015,全漢,38184,1463347,38.45,38.45,38.15,38.4,0,49
3016,嘉晶,604500,47190767,78.8,79,77.4,77.6,-1.1,568
3017,奇鋐,3113803,343633907,110.5,112,109,109,-2,2406
3019,亞光,719258,45874247,64.3,64.5,63.2,63.4,-0.7,583
3021,鴻名,154917,3237735,21.2,21.2,20.75,20.75,-0.4,112
3022,威強電,6302835,451153369,70.8,72.7,70.2,71.2,0.7,4151
3023,信邦,312793,85596019,273,275,272,274,1.5,325
3024,憶聲,1318605,17782323,13.35,13.65,13.35,13.4,0.05,523
3025,星通,1213137,27507275,23.25,23.3,22.35,22.35,-0.9,718
3026,禾伸堂,117230,10578747,90.6,90.6,90.1,90.3,0,121
3027,盛達,4229302,110442537,26.2,26.65,25.75,25.75,-0.45,2012
3028,增你強,133514,3745153,28.05,28.1,28,28.1,0,190
3029,零壹,169180,6757568,40,40,39.85,39.9,-0.2,164
3030,德律,221880,14480131,65,65.9,64.9,65,-0.4,210
3031,佰鴻,198862,3132610,15.95,15.95,15.6,15.65,-0.25,137
3032,偉訓,132081,3871310,29.25,29.6,29.05,29.1,0.1,78
3033,威健,685061,18421749,26.9,27,26.8,26.8,-0.1,452
3034,聯詠,3861194,1146184339,302,302.5,294,294.5,-7.5,6031
3035,智原,17735411,3015343772,172,173.5,167.5,167.5,-4.5,11787
3036,文曄,1109623,68004217,61.2,61.5,61,61.1,0,839
3036A,文曄甲特,56050,2629105,46.9,46.95,46.85,46.9,0,33
3037,欣興,31719780,5018116803,157.5,161,156,156.5,-1,17118
3038,全台,1535977,31887397,21,21.05,20.55,20.6,-0.3,628
3040,遠見,5000,148950,29.8,29.8,29.75,29.8,-0.05,5
3041,揚智,692630,14287474,20.95,20.95,20.5,20.55,-0.35,406
3042,晶技,511042,41911748,83,83,81.6,81.6,-0.9,493
3043,科風,413805,2478391,6.09,6.09,5.96,5.96,-0.04,158
3044,健鼎,770986,74197259,95.4,96.7,95.4,96,0.7,693
3045,台灣大,3425948,320935192,93.4,94.1,93.2,94.1,0.8,2658
3046,建碁,7686774,441147154,57.3,58.8,55.6,55.6,-1.5,5056
3047,訊舟,7876353,130013228,16.4,16.8,16.1,16.1,-0.15,3358
3048,益登,308751,8666963,28.05,28.25,27.95,28,0,214
3049,和鑫,1476937,13857320,9.37,9.46,9.32,9.32,0,579
3050,鈺德,211006,3363493,16,16,15.85,15.9,0,75
3051,力特,626272,12282109,19.65,20,19.4,19.5,-0.05,406
3052,夆典,144171,1460221,10.15,10.15,10.1,10.15,0.1,49
3054,立萬利,17000,327900,19.4,19.4,19.25,19.25,-0.15,11
3055,蔚華科,181523,4555319,25.4,25.4,24.9,24.95,-0.45,339
3056,總太,1659226,51758996,31.6,31.7,30.8,31.25,-0.35,835
3057,喬鼎,218985,2214643,10.3,10.3,10,10.2,-0.15,292
3058,立德,351826,3571270,10.1,10.25,10.05,10.15,0.15,196
3059,華晶科,6574890,244117955,37.75,37.75,36.5,36.6,-1.15,3876
3060,銘異,119142,2012382,16.9,17,16.8,16.8,-0.05,148
3062,建漢,3911315,90345728,23.15,23.5,22.75,22.75,-0.25,1919
3090,日電貿,228268,11926126,52.5,52.5,52.1,52.3,0,183
